original_url	type	wayback_url	status
https://agisoft.freshdesk.com/support/solutions/articles/31000163280	kb	https://web.archive.org/web/20260924074903/https://agisoft.freshdesk.com/support/solutions/articles/31000163280	LIVE
https://agisoft.freshdesk.com/support/solutions/articles/31000163324	kb	https://web.archive.org/web/20260924074939/https://agisoft.freshdesk.com/support/solutions/articles/31000163324	LIVE
https://agisoft.freshdesk.com/support/solutions/articles/31000163388	kb	https://web.archive.org/web/20260924074951/https://agisoft.freshdesk.com/support/solutions/articles/31000163388	LIVE
https://agisoft.freshdesk.com/support/solutions/articles/31000164388	kb	https://web.archive.org/web/20260316054115/https://agisoft.freshdesk.com/support/solutions/articles/31000164388	LIVE
https://agisoft.freshdesk.com/support/solutions/articles/31000164680	kb	https://web.archive.org/web/20250515131736/https://agisoft.freshdesk.com/support/solutions/articles/31000164680	LIVE
https://agisoft.freshdesk.com/support/solutions/articles/31000166900	kb	https://web.archive.org/web/20260924075026/https://agisoft.freshdesk.com/support/solutions/articles/31000166900	LIVE
https://agisoft.freshdesk.com/support/solutions/articles/31000166933	kb	https://web.archive.org/web/20260924075132/https://agisoft.freshdesk.com/support/solutions/articles/31000166933	LIVE
https://agisoft.freshdesk.com/support/solutions/articles/31000166942	kb	https://web.archive.org/web/20260924075129/https://agisoft.freshdesk.com/support/solutions/articles/31000166942	LIVE
https://agisoft.freshdesk.com/support/solutions/articles/31000167427	kb	https://web.archive.org/web/20260923130356/https://agisoft.freshdesk.com/support/solutions/articles/31000167427	LIVE
https://agisoft.freshdesk.com/support/solutions/articles/31000167433	kb	https://web.archive.org/web/20260924075218/https://agisoft.freshdesk.com/support/solutions/articles/31000167433	LIVE
https://agisoft.freshdesk.com/support/solutions/articles/31000167860	kb	https://web.archive.org/web/20260923130430/https://agisoft.freshdesk.com/support/solutions/articles/31000167860	LIVE
https://agisoft.freshdesk.com/support/solutions/articles/31000167872	kb	https://web.archive.org/web/20260924075312/https://agisoft.freshdesk.com/support/solutions/articles/31000167872	LIVE
https://agisoft.freshdesk.com/support/solutions/articles/31000167986	kb	https://web.archive.org/web/20260923130510/https://agisoft.freshdesk.com/support/solutions/articles/31000167986	LIVE
https://agisoft.freshdesk.com/support/solutions/articles/31000168141	kb	https://web.archive.org/web/20260924075407/https://agisoft.freshdesk.com/support/solutions/articles/31000168141	LIVE
https://agisoft.freshdesk.com/support/solutions/articles/31000168292	kb	https://web.archive.org/web/20260924075426/https://agisoft.freshdesk.com/support/solutions/articles/31000168292	LIVE
https://agisoft.freshdesk.com/support/solutions/articles/31000168474	kb	https://web.archive.org/web/20260923130611/https://agisoft.freshdesk.com/support/solutions/articles/31000168474	LIVE
https://agisoft.freshdesk.com/support/solutions/articles/31000169030	kb	https://web.archive.org/web/20260924075530/https://agisoft.freshdesk.com/support/solutions/articles/31000169030	LIVE
https://agisoft.freshdesk.com/support/solutions/articles/31000169229	kb	https://web.archive.org/web/20260316063113/https://agisoft.freshdesk.com/support/solutions/articles/31000169229	LIVE
